Row 18, label PEFNTVTY, used 926: Columbia
Row 20228, label PEMNTVTY, used 7712: United-States
Row 20236, label PEFNTVTY, used 34694: United-States
Row 20236, label PEMNTVTY, used 34694: United-States
Row 20261, label PEMNTVTY, used 7911: United-States
Row 20277, label PEFNTVTY, used 3: United-States
Row 20321, label PEMNTVTY, used 726: United-States
Row 20348, label PEFNTVTY, used 16467: United-States
Row 20409, label PEFNTVTY, used 7184: United-States
Row 20409, label PEMNTVTY, used 7184: United-States
Row 20409, label PENATVTY, used 7184: United-States
Row 20436, label PEFNTVTY, used 28336: Ecuador
Row 20436, label PEMNTVTY, used 28336: Ecuador
Row 20436, label PENATVTY, used 28336: Ecuador
Row 20450, label PEFNTVTY, used 46: United-States
Row 20450, label PEMNTVTY, used 46: United-States
Row 20460, label PEFNTVTY, used 700: United-States
Row 20471, label PEFNTVTY, used 39012: United-States
Row 20484, label PEFNTVTY, used 1266: United-States
Row 20484, label PEMNTVTY, used 1266: United-States
Row 20484, label PENATVTY, used 1266: United-States
Row 20506, label PEFNTVTY, used 13214: Haiti
Row 20516, label PEFNTVTY, used 385: United-States
Row 20516, label PEMNTVTY, used 385: United-States
Row 20516, label PENATVTY, used 385: United-States
Row 20530, label PEFNTVTY, used 3: United-States
Row 20568, label PEFNTVTY, used 62299: United-States
Row 20568, label PEMNTVTY, used 62299: United-States
Row 20568, label PENATVTY, used 62299: United-States
Row 20584, label PEFNTVTY, used 114: United-States
Row 20584, label PEMNTVTY, used 114: United-States
Row 20584, label PENATVTY, used 114: United-States
Row 20648, label PEFNTVTY, used 8837: United-States
Row 20648, label PEMNTVTY, used 8837: United-States
Row 20648, label PENATVTY, used 8837: United-States
Row 20649, label PEFNTVTY, used 361: United-States
Row 20649, label PEMNTVTY, used 361: United-States
Row 20649, label PENATVTY, used 361: United-States
Row 20671, label PEFNTVTY, used 481: United-States
Row 20696, label PEMNTVTY, used 46: United-States
Row 20700, label PEFNTVTY, used 65: South Korea
Row 20700, label PEMNTVTY, used 65: United-States
Row 20700, label PENATVTY, used 65: United-States
Row 20701, label PEFNTVTY, used 30217: United-States
Row 20701, label PEMNTVTY, used 30217: United-States
Row 20701, label PENATVTY, used 30217: United-States
Row 20720, label PEFNTVTY, used 428: United-States
Row 20740, label PEFNTVTY, used 56: United-States
Row 20740, label PEMNTVTY, used 56: United-States
Row 20740, label PENATVTY, used 56: United-States
Row 20819, label PEFNTVTY, used 133: United-States
Row 20819, label PEMNTVTY, used 133: United-States
Row 20850, label PEFNTVTY, used 46: United-States
Row 20861, label PEFNTVTY, used 65: South Korea
Row 20861, label PEMNTVTY, used 65: United-States
Row 20928, label PEFNTVTY, used 41: Dominican-Republic
Row 20932, label PEFNTVTY, used 664: United-States
Row 20958, label PEFNTVTY, used 56: United-States
Row 20963, label PEFNTVTY, used 4014: United-States
Row 20963, label PEMNTVTY, used 4014: United-States
Row 20999, label PEFNTVTY, used 17903: United-States
Row 20999, label PEMNTVTY, used 17903: United-States
Row 21009, label PEMNTVTY, used 6609: United-States
Row 21009, label PENATVTY, used 6609: United-States
Row 21018, label PEFNTVTY, used 100: United-States
Row 21018, label PEMNTVTY, used 100: United-States
Row 21028, label PEFNTVTY, used 1262: United-States
Row 21028, label PEMNTVTY, used 1262: United-States
Row 21049, label PEFNTVTY, used 56: United-States
Row 21049, label PEMNTVTY, used 56: United-States
Row 21069, label PEFNTVTY, used 3: United-States
Row 21069, label PEMNTVTY, used 3: United-States
Row 21075, label PEFNTVTY, used 18177: United-States
Row 21075, label PEMNTVTY, used 18177: United-States
Row 21075, label PENATVTY, used 18177: United-States
Row 21078, label PEFNTVTY, used 79524: United-States
Row 21078, label PEMNTVTY, used 79524: United-States
Row 21078, label PENATVTY, used 79524: United-States
Row 21113, label PEMNTVTY, used 28081: United-States
Row 21113, label PENATVTY, used 28081: United-States
Row 21148, label PEFNTVTY, used 475: United-States
Row 21149, label PEMNTVTY, used 417: United-States
Row 21167, label PEFNTVTY, used 34045: United-States
Row 21170, label PEMNTVTY, used 8237: United-States
Row 21185, label PEFNTVTY, used 2898: United-States
Row 21185, label PEMNTVTY, used 2898: United-States
Row 21185, label PENATVTY, used 2898: United-States
Row 21192, label PEFNTVTY, used 89: United-States
Row 21192, label PEMNTVTY, used 89: United-States
Row 21192, label PENATVTY, used 89: United-States
Row 21263, label PEFNTVTY, used 13375: United-States
Row 21304, label PEFNTVTY, used 156978: United-States
Row 21304, label PEMNTVTY, used 156978: Mexico
Row 21306, label PEFNTVTY, used 46: United-States
Row 21313, label PEMNTVTY, used 44: United-States
Row 21313, label PENATVTY, used 44: United-States
Row 21318, label PEFNTVTY, used 95567: United-States
Row 21318, label PEMNTVTY, used 95567: United-States
Row 21321, label PEMNTVTY, used 41: Puerto-Rico
Row 21322, label PEFNTVTY, used 701: United-States
Row 21322, label PEMNTVTY, used 701: United-States
Row 21326, label PEFNTVTY, used 3610: United-States
Row 21326, label PEMNTVTY, used 3610: United-States
Row 21332, label PEFNTVTY, used 835: United-States
Row 21332, label PEMNTVTY, used 835: United-States
Row 21332, label PENATVTY, used 835: United-States
Row 21344, label PEFNTVTY, used 16697: Dominican-Republic
Row 21344, label PEMNTVTY, used 16697: Dominican-Republic
Row 21344, label PENATVTY, used 16697: Dominican-Republic
Row 21361, label PEFNTVTY, used 428: United-States
Row 21361, label PEMNTVTY, used 428: United-States
Row 21411, label PEFNTVTY, used 3127: United-States
Row 21414, label PEFNTVTY, used 17220: China
Row 21414, label PEMNTVTY, used 17220: China
Row 21414, label PENATVTY, used 17220: Philippines
Row 21428, label PEMNTVTY, used 203: Puerto-Rico
Row 21516, label PEFNTVTY, used 6073: United-States
Row 21516, label PEMNTVTY, used 6073: United-States
Row 21516, label PENATVTY, used 6073: United-States
Row 21527, label PEFNTVTY, used 83288: United-States
Row 21527, label PEMNTVTY, used 83288: United-States
Row 21527, label PENATVTY, used 83288: United-States
Row 21547, label PEFNTVTY, used 16378: United-States
Row 21560, label PEFNTVTY, used 557: Cuba
Row 21579, label PEFNTVTY, used 10518: United-States
Row 21715, label PEFNTVTY, used 3640: United-States
Row 21715, label PEMNTVTY, used 3640: United-States
Row 21718, label PEFNTVTY, used 174805: South Korea
Row 21718, label PEMNTVTY, used 174805: South Korea
Row 21718, label PENATVTY, used 174805: South Korea
Row 21736, label PENATVTY, used 101004: Mexico
Row 21761, label PEFNTVTY, used 15: United-States
Row 21779, label PEFNTVTY, used 60368: United-States
Row 21858, label PEFNTVTY, used 6198: Dominican-Republic
Row 21858, label PEMNTVTY, used 6198: Dominican-Republic
Row 21858, label PENATVTY, used 6198: Dominican-Republic
Row 21884, label PEFNTVTY, used 42271: Yugoslavia
Row 21884, label PEMNTVTY, used 42271: Canada
Row 21884, label PENATVTY, used 42271: United-States
Row 21916, label PEFNTVTY, used 61037: United-States
Row 21916, label PEMNTVTY, used 61037: United-States
Row 21916, label PENATVTY, used 61037: United-States
Row 21918, label PEFNTVTY, used 77683: United-States
Row 21918, label PEMNTVTY, used 77683: United-States
Row 21918, label PENATVTY, used 77683: United-States
Row 21919, label PEFNTVTY, used 34: United-States
Row 21919, label PEMNTVTY, used 34: United-States
Row 21929, label PEMNTVTY, used 1371: Italy
Row 21958, label PEFNTVTY, used 46: United-States
Row 21958, label PEMNTVTY, used 46: United-States
Row 21968, label PEFNTVTY, used 677: United-States
Row 21968, label PEMNTVTY, used 677: United-States
Row 21968, label PENATVTY, used 677: United-States
Row 21981, label PEFNTVTY, used 1874: China
Row 21981, label PEMNTVTY, used 1874: China
Row 21981, label PENATVTY, used 1874: China
Row 21991, label PEFNTVTY, used 119: United-States
Row 22065, label PEMNTVTY, used 46: United-States
Row 22081, label PEFNTVTY, used 517: United-States
Row 22081, label PEMNTVTY, used 517: United-States
Row 22123, label PEFNTVTY, used 128489: Dominican-Republic
Row 22123, label PEMNTVTY, used 128489: Dominican-Republic
Row 22123, label PENATVTY, used 128489: Dominican-Republic
Row 22140, label PEMNTVTY, used 700: United-States
Row 22140, label PENATVTY, used 700: United-States
Row 22153, label PEFNTVTY, used 44: United-States
Row 22153, label PEMNTVTY, used 44: United-States
Row 22153, label PENATVTY, used 44: United-States
Row 22159, label PEFNTVTY, used 133: United-States
Row 22159, label PEMNTVTY, used 133: United-States
Row 22159, label PENATVTY, used 133: United-States
Row 22176, label PEFNTVTY, used 65: South Korea
Row 22176, label PEMNTVTY, used 65: United-States
Row 22245, label PEFNTVTY, used 23564: South Korea
Row 22245, label PEMNTVTY, used 23564: South Korea
Row 22245, label PENATVTY, used 23564: South Korea
Row 22259, label PEFNTVTY, used 921: Vietnam
Row 22259, label PEMNTVTY, used 921: Vietnam
Row 22259, label PENATVTY, used 921: Vietnam
Row 22306, label PEFNTVTY, used 44: United-States
Row 22306, label PEMNTVTY, used 44: United-States
Row 22340, label PEFNTVTY, used 385: United-States
Row 22340, label PEMNTVTY, used 385: United-States
Row 22390, label PEFNTVTY, used 15454: Columbia
Row 22390, label PEMNTVTY, used 15454: Columbia
Row 22390, label PENATVTY, used 15454: Columbia
Row 22417, label PEFNTVTY, used 46: United-States
Row 22427, label PEFNTVTY, used 9723: United-States
Row 22427, label PEMNTVTY, used 9723: United-States
Row 22456, label PEFNTVTY, used 44: United-States
Row 22510, label PEMNTVTY, used 33826: United-States
Row 22527, label PEFNTVTY, used 21226: United-States
Row 22611, label PEFNTVTY, used 1686: United-States
Row 22611, label PEMNTVTY, used 1686: United-States
Row 22613, label PEFNTVTY, used 27168: United-States
Row 22613, label PEMNTVTY, used 27168: United-States
Row 22649, label PEFNTVTY, used 3: United-States
Row 22680, label PEFNTVTY, used 844: United-States
Row 22680, label PEMNTVTY, used 844: United-States
Row 22680, label PENATVTY, used 844: United-States
Row 22690, label PENATVTY, used 7680: United-States
Row 22703, label PEFNTVTY, used 6368: Columbia
Row 22703, label PEMNTVTY, used 6368: Columbia
Row 22703, label PENATVTY, used 6368: Columbia
Row 22802, label PEFNTVTY, used 179: United-States
Row 22802, label PEMNTVTY, used 179: United-States
Row 22823, label PEFNTVTY, used 1843: United-States
Row 22823, label PEMNTVTY, used 1843: United-States
Row 22852, label PEFNTVTY, used 6: United-States
Row 22852, label PEMNTVTY, used 6: United-States
Row 22852, label PENATVTY, used 6: United-States
Row 22871, label PEFNTVTY, used 37723: El-Salvador
Row 22871, label PEMNTVTY, used 37723: El-Salvador
Row 22871, label PENATVTY, used 37723: El-Salvador
Row 22915, label PENATVTY, used 29331: United-States
Row 22931, label PEFNTVTY, used 428: United-States
Row 22931, label PEMNTVTY, used 428: United-States
Row 22935, label PEFNTVTY, used 24: Japan
Row 22935, label PEMNTVTY, used 24: United-States
Row 22935, label PENATVTY, used 24: United-States
Row 22937, label PEFNTVTY, used 48116: Mexico
Row 22937, label PEMNTVTY, used 48116: United-States
Row 22937, label PENATVTY, used 48116: United-States
Row 22989, label PENATVTY, used 72445: United-States
Row 23035, label PEMNTVTY, used 18171: United-States
Row 23041, label PEFNTVTY, used 10393: India
Row 23041, label PEMNTVTY, used 10393: India
Row 23041, label PENATVTY, used 10393: India
Row 23046, label PEMNTVTY, used 10549: United-States
Row 23063, label PEFNTVTY, used 136: United-States
Row 23063, label PEMNTVTY, used 136: United-States
Row 23077, label PEFNTVTY, used 179: United-States
Row 23077, label PEMNTVTY, used 179: United-States
Row 23077, label PENATVTY, used 179: United-States
Row 23105, label PEMNTVTY, used 73602: United-States
Row 23106, label PEFNTVTY, used 14089: United-States
Row 23106, label PEMNTVTY, used 14089: United-States
Row 23106, label PENATVTY, used 14089: United-States
Row 23152, label PEFNTVTY, used 23449: United-States
Row 23152, label PEMNTVTY, used 23449: United-States
Row 23152, label PENATVTY, used 23449: United-States
Row 23162, label PENATVTY, used 9030: United-States
Row 23319, label PEFNTVTY, used 6407: United-States
Row 23374, label PEFNTVTY, used 17267: Columbia
Row 23374, label PEMNTVTY, used 17267: Columbia
Row 23374, label PENATVTY, used 17267: Columbia
Row 23401, label PEMNTVTY, used 56: United-States
Row 23464, label PEFNTVTY, used 1914: United-States
Row 23484, label PEFNTVTY, used 107: United-States
Row 23487, label PEFNTVTY, used 6258: United-States
Row 23487, label PEMNTVTY, used 6258: United-States
Row 23487, label PENATVTY, used 6258: United-States
Row 23490, label PEMNTVTY, used 101: United-States
Row 23497, label PEMNTVTY, used 463: United-States
Row 23509, label PEFNTVTY, used 2620: United-States
Row 23509, label PEMNTVTY, used 2620: United-States
Row 23520, label PEFNTVTY, used 3: United-States
Row 23531, label PEFNTVTY, used 6440: United-States
Row 23531, label PEMNTVTY, used 6440: United-States
Row 23531, label PENATVTY, used 6440: United-States
Row 23534, label PEFNTVTY, used 119: United-States
Row 23537, label PEMNTVTY, used 44: United-States
Row 23550, label PEFNTVTY, used 3: United-States
Row 23550, label PEMNTVTY, used 3: United-States
Row 23557, label PEFNTVTY, used 65: South Korea
Row 23557, label PEMNTVTY, used 65: United-States
Row 23557, label PENATVTY, used 65: United-States
Row 23570, label PEFNTVTY, used 11136: Philippines
Row 23577, label PEFNTVTY, used 4908: United-States
Row 23577, label PEMNTVTY, used 4908: United-States
Row 23584, label PEMNTVTY, used 779: Nicaragua
Row 23614, label PEMNTVTY, used 2099: United-States
Row 23615, label PEFNTVTY, used 2418: United-States
Row 23615, label PEMNTVTY, used 2418: United-States
Row 23615, label PENATVTY, used 2418: United-States
Row 23627, label PEFNTVTY, used 46: United-States
Row 23627, label PEMNTVTY, used 46: United-States
Row 23627, label PENATVTY, used 46: United-States
Row 23654, label PEFNTVTY, used 3: United-States
Row 23666, label PEFNTVTY, used 4774: United-States
Row 23730, label PEFNTVTY, used 6783: United-States
Row 23730, label PEMNTVTY, used 6783: United-States
Row 23733, label PEFNTVTY, used 15: United-States
Row 23733, label PEMNTVTY, used 15: United-States
Row 23741, label PENATVTY, used 45: United-States
Row 23748, label PEFNTVTY, used 20532: Peru
Row 23748, label PEMNTVTY, used 20532: Peru
Row 23782, label PEMNTVTY, used 3: United-States
Row 23784, label PEFNTVTY, used 11987: United-States
Row 23784, label PEMNTVTY, used 11987: United-States
Row 23784, label PENATVTY, used 11987: United-States
Row 23857, label PEFNTVTY, used 3247: United-States
Row 23857, label PEMNTVTY, used 3247: United-States
Row 23857, label PENATVTY, used 3247: United-States
Row 23937, label PEFNTVTY, used 560: United-States
Row 23937, label PEMNTVTY, used 560: United-States
Row 23937, label PENATVTY, used 560: United-States
Row 23985, label PEFNTVTY, used 522: Poland
Row 23985, label PEMNTVTY, used 522: Poland
Row 24013, label PEFNTVTY, used 428: United-States
Row 24086, label PEFNTVTY, used 8554: United-States
Row 24137, label PEMNTVTY, used 887: United-States
Row 24144, label PEFNTVTY, used 544: United-States
Row 24144, label PEMNTVTY, used 544: United-States
Row 24168, label PEMNTVTY, used 6607: Germany
Row 24174, label PEMNTVTY, used 0: United-States
Row 24199, label PEMNTVTY, used 46: United-States
Row 24215, label PEMNTVTY, used 1112: United-States
Row 24227, label PEFNTVTY, used 517: United-States
Row 24227, label PEMNTVTY, used 517: United-States
Row 24228, label PEFNTVTY, used 11523: United-States
Row 24252, label PEMNTVTY, used 106143: United-States
Row 24261, label PEFNTVTY, used 119: United-States
Row 24261, label PEMNTVTY, used 119: United-States
Row 24276, label PEFNTVTY, used 3: United-States
Row 24276, label PEMNTVTY, used 3: United-States
